STATION,lat,lon,wiki
AVENUE N-MCDONALD AVENUE,40.6150444,-73.9742194,https://en.wikipedia.org/wiki/Avenue_N_(IND_Culver_Line)
AVENUE P-MCDONALD AVENUE,40.6087389,-73.9730139,https://en.wikipedia.org/wiki/Avenue_P_(IND_Culver_Line)
AVENUE U-MCDONALD AVENUE,40.59615,-73.9733194,https://en.wikipedia.org/wiki/Avenue_U_(IND_Culver_Line)
NEPTUNE AVE-MCDONALD AVENUE,40.5803972,-73.9745667,https://en.wikipedia.org/wiki/Neptune_Avenue_(IND_Culver_Line)
MIDDLETOWN ROAD-WESTCHESTER,40.843424,-73.836751,https://en.wikipedia.org/wiki/Middletown_Road_(IRT_Pelham_Line)
BUHRE AVE-WESTCHESTER AVE,40.846995,-73.832331,https://en.wikipedia.org/wiki/Buhre_Avenue_(IRT_Pelham_Line)
PELHAM BAY PARK-BRUCKNER BL,40.852871,-73.827138,https://en.wikipedia.org/wiki/Pelham_Bay_Park_(IRT_Pelham_Line)
PELHAM PKWY-ESPLANADE,40.85813,-73.856063,https://en.wikipedia.org/wiki/Pelham_Parkway_(IRT_Dyre_Avenue_Line)
DYRE AVENUE-LIGHT STREET,40.889055,-73.830614,https://en.wikipedia.org/wiki/Eastchester%E2%80%93Dyre_Avenue_(IRT_Dyre_Avenue_Line)
CHAUNCEY STREET-ROCKAWAY AV,40.682623,-73.910136,https://en.wikipedia.org/wiki/Chauncey_Street_(BMT_Jamaica_Line)
ALABAMA AVENUE-FULTON ST,40.67683,-73.900008,https://en.wikipedia.org/wiki/Alabama_Avenue_(BMT_Jamaica_Line)
VAN SICLEN AVENUE-FULTON ST,40.678047,-73.891724,https://en.wikipedia.org/wiki/Van_Siclen_Avenue_(IND_Fulton_Street_Line)
CLEVELAND STREET-FULTON ST,40.679629,-73.885589,https://en.wikipedia.org/wiki/Cleveland_Street_(BMT_Jamaica_Line)
NORWOOD AVENUE-FULTON ST,40.681582,-73.879151,https://en.wikipedia.org/wiki/Norwood_Avenue_(BMT_Jamaica_Line)
CRESCENT STREET-FULTON ST,40.678182,-73.870685,https://en.wikipedia.org/wiki/Crescent_Street_(BMT_Fulton_Street_Line)
RALPH AVENUE-FULTON STREET,40.678815,-73.92168,https://en.wikipedia.org/wiki/Ralph_Avenue_(IND_Fulton_Street_Line)
ROCKAWAY AVE-HOPKINSON AVE,40.662569,-73.908939,https://en.wikipedia.org/wiki/Rockaway_Avenue_(IND_Fulton_Street_Line)
LIBERTY AVE-PENNSYLVANIA AV,40.674357,-73.896489,https://en.wikipedia.org/wiki/Liberty_Avenue_(IND_Fulton_Street_Line)
VAN SICLEN AVE-PITKIN AVE,40.672697,-73.890266,https://en.wikipedia.org/wiki/Van_Siclen_Avenue_(IND_Fulton_Street_Line)
SHEPHERD AVE-PITKIN AVE,40.674064,-73.880825,https://en.wikipedia.org/wiki/Shepherd_Avenue_(IND_Fulton_Street_Line)
170TH STREET-GRAND CONC.,40.838814,-73.913741,https://en.wikipedia.org/wiki/170th_Street_(IND_Concourse_Line)
238TH ST-WHITE PLAINS ROAD,40.898,-73.854,https://en.wikipedia.org/wiki/Nereid_Avenue_(IRT_White_Plains_Road_Line)
138TH STREET-3RD AVE,40.810963,-73.927217,https://en.wikipedia.org/wiki/Third_Avenue%E2%80%93138th_Street_(IRT_Pelham_Line)
BROOK AVENUE-138TH STREET,40.80754,-73.91932,https://en.wikipedia.org/wiki/Brook_Avenue_(IRT_Pelham_Line)
CYPRESS AVENUE-138TH STREET,40.805526,-73.914514,https://en.wikipedia.org/wiki/Cypress_Avenue_(IRT_Pelham_Line)
EAST 143RD ST-SOUTHERN BLVD,40.808125,-73.907862,https://en.wikipedia.org/wiki/East_143rd_Street%E2%80%93St._Mary%27s_Street_(IRT_Pelham_Line)
EAST 149TH ST-SOUTHERN BLVD,40.812088,-73.904171,https://en.wikipedia.org/wiki/East_149th_Street_(IRT_Pelham_Line)
LONGWOOD AVE-SOUTHERN BLVD,40.816278,-73.896232,https://en.wikipedia.org/wiki/Longwood_Avenue_(IRT_Pelham_Line)
WINTHROP ST-NOSTRAND AVE,40.657039,-73.950262,https://en.wikipedia.org/wiki/Winthrop_Street_(IRT_Nostrand_Avenue_Line)
72ND STREET & BROADWAY,40.7721,-73.9662,https://en.wikipedia.org/wiki/72nd_Street_(Manhattan)
HOYT STREET-FULTON STREET,40.690531,-73.985109,https://en.wikipedia.org/wiki/Hoyt_Street_(IRT_Eastern_Parkway_Line)
MARCY AVENUE-BROADWAY,40.708361,-73.957944,https://en.wikipedia.org/wiki/Marcy_Avenue_(BMT_Jamaica_Line)
BROADWAY LAFAYETTE-BLEECKER,40.725369,-73.995636,https://en.wikipedia.org/wiki/Broadway%E2%80%93Lafayette_Street/Bleecker_Street_(New_York_City_Subway)
CANAL STREET-BROADWAY,40.719403,-74.00188,
CANAL ST-LAFAYETTE ST EAST,40.718441,-74.000544,
AQUEDUCT RACE TRACK,40.672086,-73.835914,https://en.wikipedia.org/wiki/Aqueduct_Racetrack_(IND_Rockaway_Line)
RI TRAMWAY (MANHATTAN),40.761234,-73.963881,https://en.wikipedia.org/wiki/Roosevelt_Island_Tramway
RI TRAMWAY (ROOSEVELT),40.756782,-73.954346,https://en.wikipedia.org/wiki/Roosevelt_Island_Tramway
AIRTRAIN @ HOWARD BEACH,40.660432,-73.83115,https://en.wikipedia.org/wiki/Howard_Beach%E2%80%93JFK_Airport_(IND_Rockaway_Line)
AIRTRAIN JAMAICA CENTER 1,40.699511,-73.808727,https://en.wikipedia.org/wiki/Jamaica_station
PA-PATH WORLD TRADE CNTR,40.7115,-74.0114,https://en.wikipedia.org/wiki/World_Trade_Center_station_(PATH)
PA-PATH THIRTY THIRD ST,40.749111,-73.98824,https://en.wikipedia.org/wiki/33rd_Street_station_(PATH)
PA-PATH TWENTY THIRD ST,40.742893,-73.992865,https://en.wikipedia.org/wiki/23rd_Street_station_(PATH)
PA-PATH EXCHANGE PLACE,40.7162,-74.032981,https://en.wikipedia.org/wiki/Exchange_Place_station_(PATH)
PA-PATH HARRISON,40.739187,-74.155425,https://en.wikipedia.org/wiki/Harrison_station_(PATH)
PA-PATH 14TH STREET,40.737393,-73.996862,https://en.wikipedia.org/wiki/14th_Street_station_(PATH)
PA-PATH PAVONIA/NEWPORT,40.726676,-74.034757,https://en.wikipedia.org/wiki/Newport_station_(PATH)
PA-PATH 9TH STREET,40.73421,-73.998944,https://en.wikipedia.org/wiki/9th_Street_station_(PATH)
PA-PATH CHRISTOPHER ST,40.733602,-74.006821,https://en.wikipedia.org/wiki/Christopher_Street_station_(PATH)
PA-PATH NEWARK,40.73472,-74.16417,https://en.wikipedia.org/wiki/Pennsylvania_Station_(Newark)
PA-PATH HOBOKEN,40.7349,-74.0278,https://en.wikipedia.org/wiki/Hoboken_Terminal
PA-PATH GROVE ST,40.719671,-74.043117,https://en.wikipedia.org/wiki/Grove_Street_station_(PATH)
PA-PATH JOURNAL SQUARE,40.732141,-74.063114,https://en.wikipedia.org/wiki/Journal_Square_Transportation_Center
72ND STREET - 2 AVENUE,40.76889,-73.95833,https://en.wikipedia.org/wiki/72nd_Street_(Second_Avenue_Subway)
86TH STREET - 2 AVENUE,40.777861,-73.95175,https://en.wikipedia.org/wiki/86th_Street_(Second_Avenue_Subway)
96TH STREET - 2 AVENUE,40.7841,-73.9472,https://en.wikipedia.org/wiki/96th_Street_(Second_Avenue_Subway)
167TH ST-GRAND CONCOURSE,40.8345,-73.9177,https://en.wikipedia.org/wiki/167th_Street_station_(IND_Concourse_Line)
174TH-175TH ST-GRAND CONCOU,40.845892,-73.910179,https://en.wikipedia.org/wiki/174th%E2%80%93175th_Streets_station
28TH STREET-PARK AVE SOUTH,40.74329,-73.984165,https://en.wikipedia.org/wiki/28th_Street_station_(IRT_Lexington_Avenue_Line)
39TH AVENUE & 31ST STREET,40.752686,-73.932924,https://en.wikipedia.org/wiki/39th_Avenue_station_(BMT_Astoria_Line)
57TH STREET-6TH AVENUE,40.764259,-73.977213,https://en.wikipedia.org/wiki/57th_Street_station_(IND_Sixth_Avenue_Line)
BROADWAY & 31ST STREET,40.761951,-73.925414,https://en.wikipedia.org/wiki/Broadway_station_(BMT_Astoria_Line)
